timestamp,type,id,message
2026-03-09T21:48:05.381Z,NMEA0183,,"$MTW,17.5,C*10"
2026-03-09T21:48:05.382Z,NMEA0183,,"$WIMWV,118.6,R,9.3,N,A*27"
2026-03-09T21:48:05.382Z,NMEA0183,,"$WIMWV,118.6,R,9.3,N,A*27"
2026-03-09T21:48:06.374Z,NMEA0183,,"$GPRMC,204806.37,A,4007.2148,N,01505.4394,E,10.0,32.6,090326,2.5,W*4E"
2026-03-09T21:48:06.374Z,NMEA0183,,"$GPGGA,204806.37,4007.2148,N,01505.4394,E,1,11,1.5,10.0,M,0.0,M,,*62"
2026-03-09T21:48:06.374Z,NMEA0183,,"$GPGSA,A,3,1,28,3,2,27,7,12,16,30,31,20,,1.9,1.1,1.1*35"
2026-03-09T21:48:06.374Z,NMEA0183,,"$GPGSV,3,1,11,1,56,169,36,28,43,26,35,3,9,223,50,2,48,288,35*4B"
2026-03-09T21:48:06.375Z,NMEA0183,,"$GPGSV,3,2,11,27,23,253,39,7,75,314,49,12,75,33,49,16,82,18,34*43"
2026-03-09T21:48:06.375Z,NMEA0183,,"$GPGSV,3,3,11,30,55,262,37,31,24,168,41,20,22,347,48*48"
2026-03-09T21:48:06.375Z,NMEA0183,,"$GPVTG,32.6,T,35.1,M,10.0,N,18.6,K,A*2D"
2026-03-09T21:48:06.375Z,NMEA0183,,"$IIHDG,32.6,,,2.5,W*00"
2026-03-09T21:48:06.375Z,NMEA0183,,"$VHW,32.6,T,35.1,M,10.0,N,18.6,K*5B"
2026-03-09T21:48:06.376Z,NMEA0183,,"$MTW,17.5,C*10"
2026-03-09T21:48:06.376Z,NMEA0183,,"$WIMWV,119.1,R,8.0,N,A*23"
2026-03-09T21:48:06.376Z,NMEA0183,,"$WIMWV,119.1,R,8.0,N,A*23"
2026-03-09T21:48:07.373Z,NMEA0183,,"$GPRMC,204807.37,A,4007.2172,N,01505.4414,E,9.9,31.5,090326,2.5,W*78"
2026-03-09T21:48:07.373Z,NMEA0183,,"$GPGGA,204807.37,4007.2172,N,01505.4414,E,1,06,1.5,10.0,M,0.0,M,,*63"
2026-03-09T21:48:07.373Z,NMEA0183,,"$GPGSA,A,3,12,16,27,6,9,18,,,,,,,2.0,0.7,1.7*36"
2026-03-09T21:48:07.373Z,NMEA0183,,"$GPGSV,2,1,6,12,76,162,35,16,59,325,49,27,49,211,49,6,84,96,25*4A"
2026-03-09T21:48:07.374Z,NMEA0183,,"$GPGSV,2,2,6,9,22,70,42,18,27,239,30*40"
2026-03-09T21:48:07.374Z,NMEA0183,,"$GPVTG,31.5,T,34.0,M,9.9,N,18.3,K,A*19"
2026-03-09T21:48:07.374Z,NMEA0183,,"$IIHDG,31.5,,,2.5,W*00"
2026-03-09T21:48:07.374Z,NMEA0183,,"$VHW,31.5,T,34.0,M,9.9,N,18.3,K*6F"
2026-03-09T21:48:07.374Z,NMEA0183,,"$MTW,17.5,C*10"
2026-03-09T21:48:07.374Z,NMEA0183,,"$WIMWV,98.6,R,8.0,N,A*1C"
2026-03-09T21:48:07.374Z,NMEA0183,,"$WIMWV,98.6,R,8.0,N,A*1C"
2026-03-09T21:48:08.376Z,NMEA0183,,"$GPRMC,204808.37,A,4007.2195,N,01505.4433,E,9.7,29.9,090326,2.5,W*70"
2026-03-09T21:48:08.377Z,NMEA0183,,"$GPGGA,204808.37,4007.2195,N,01505.4433,E,1,11,1.6,10.0,M,0.0,M,,*65"
2026-03-09T21:48:08.377Z,NMEA0183,,"$GPGSA,A,3,20,32,17,10,21,6,5,14,13,28,19,,1.7,1.3,1.7*31"
2026-03-09T21:48:08.377Z,NMEA0183,,"$GPGSV,3,1,11,20,66,23,44,32,14,220,45,17,90,266,49,10,63,52,23*7F"
2026-03-09T21:48:08.377Z,NMEA0183,,"$GPGSV,3,2,11,21,19,59,34,6,11,288,24,5,86,103,26,14,57,168,42*49"
2026-03-09T21:48:08.378Z,NMEA0183,,"$GPGSV,3,3,11,13,68,138,47,28,64,13,26,19,82,322,42*75"
2026-03-09T21:48:08.378Z,NMEA0183,,"$GPVTG,29.9,T,32.4,M,9.7,N,17.9,K,A*15"
2026-03-09T21:48:08.378Z,NMEA0183,,"$IIHDG,29.9,,,2.5,W*05"
2026-03-09T21:48:08.378Z,NMEA0183,,"$VHW,29.9,T,32.4,M,9.7,N,17.9,K*63"
2026-03-09T21:48:08.379Z,NMEA0183,,"$MTW,17.5,C*10"
2026-03-09T21:48:08.379Z,NMEA0183,,"$WIMWV,100.9,R,11.7,N,A*1C"
2026-03-09T21:48:08.379Z,NMEA0183,,"$WIMWV,100.9,R,11.7,N,A*1C"
2026-03-09T21:48:09.377Z,NMEA0183,,"$GPRMC,204809.37,A,4007.2218,N,01505.4450,E,9.8,30.1,090326,2.5,W*7D"
2026-03-09T21:48:09.377Z,NMEA0183,,"$GPGGA,204809.37,4007.2218,N,01505.4450,E,1,06,1.3,10.0,M,0.0,M,,*64"
2026-03-09T21:48:09.377Z,NMEA0183,,"$GPGSA,A,3,11,2,17,20,31,26,,,,,,,2.3,1.3,1.5*05"
2026-03-09T21:48:09.377Z,NMEA0183,,"$GPGSV,2,1,6,11,72,121,41,2,4,222,50,17,10,226,35,20,25,65,49*73"
2026-03-09T21:48:09.378Z,NMEA0183,,"$GPGSV,2,2,6,31,67,283,50,26,50,159,46*4E"
2026-03-09T21:48:09.378Z,NMEA0183,,"$GPVTG,30.1,T,32.6,M,9.8,N,18.1,K,A*1F"
2026-03-09T21:48:09.378Z,NMEA0183,,"$IIHDG,30.1,,,2.5,W*05"
2026-03-09T21:48:09.378Z,NMEA0183,,"$VHW,30.1,T,32.6,M,9.8,N,18.1,K*69"
2026-03-09T21:48:09.378Z,NMEA0183,,"$MTW,17.5,C*10"
2026-03-09T21:48:09.379Z,NMEA0183,,"$WIMWV,104.5,R,11.8,N,A*1B"
2026-03-09T21:48:09.379Z,NMEA0183,,"$WIMWV,104.5,R,11.8,N,A*1B"
2026-03-09T21:48:10.378Z,NMEA0183,,"$GPRMC,204810.37,A,4007.2242,N,01505.4468,E,9.9,29.8,090326,2.5,W*71"
2026-03-09T21:48:10.378Z,NMEA0183,,"$GPGGA,204810.37,4007.2242,N,01505.4468,E,1,11,1.4,10.0,M,0.0,M,,*69"
2026-03-09T21:48:10.378Z,NMEA0183,,"$GPGSA,A,3,26,29,3,11,15,10,31,22,23,4,12,,1.8,1.7,1.6*37"
2026-03-09T21:48:10.379Z,NMEA0183,,"$GPGSV,3,1,11,26,76,324,36,29,36,305,46,3,4,350,21,11,14,323,31*73"
2026-03-09T21:48:10.379Z,NMEA0183,,"$GPGSV,3,2,11,15,80,225,21,10,13,84,43,31,54,247,40,22,17,330,40*4E"
2026-03-09T21:48:10.379Z,NMEA0183,,"$GPGSV,3,3,11,23,30,18,26,4,73,169,32,12,81,68,43*7A"
2026-03-09T21:48:10.379Z,NMEA0183,,"$GPVTG,29.8,T,32.3,M,9.9,N,18.3,K,A*18"
2026-03-09T21:48:10.379Z,NMEA0183,,"$IIHDG,29.8,,,2.5,W*04"
2026-03-09T21:48:10.380Z,NMEA0183,,"$VHW,29.8,T,32.3,M,9.9,N,18.3,K*6E"
2026-03-09T21:48:10.380Z,NMEA0183,,"$MTW,17.5,C*10"
2026-03-09T21:48:10.380Z,NMEA0183,,"$WIMWV,117.9,R,12.9,N,A*17"
2026-03-09T21:48:10.381Z,NMEA0183,,"$WIMWV,117.9,R,12.9,N,A*17"
2026-03-09T21:48:11.379Z,NMEA0183,,"$GPRMC,204811.37,A,4007.2266,N,01505.4486,E,9.7,30.6,090326,2.5,W*7E"
2026-03-09T21:48:11.379Z,NMEA0183,,"$GPGGA,204811.37,4007.2266,N,01505.4486,E,1,08,1.3,10.0,M,0.0,M,,*61"
2026-03-09T21:48:11.379Z,NMEA0183,,"$GPGSA,A,3,11,9,2,28,22,17,12,30,,,,,1.2,1.5,2.2*32"
2026-03-09T21:48:11.380Z,NMEA0183,,"$GPGSV,2,1,8,11,19,342,46,9,64,204,24,2,43,116,45,28,66,158,41*47"
2026-03-09T21:48:11.380Z,NMEA0183,,"$GPGSV,2,2,8,22,86,54,32,17,42,125,26,12,61,160,42,30,70,291,41*73"
2026-03-09T21:48:11.380Z,NMEA0183,,"$GPVTG,30.6,T,33.1,M,9.7,N,17.9,K,A*16"
2026-03-09T21:48:11.380Z,NMEA0183,,"$IIHDG,30.6,,,2.5,W*02"
2026-03-09T21:48:11.380Z,NMEA0183,,"$VHW,30.6,T,33.1,M,9.7,N,17.9,K*60"
2026-03-09T21:48:11.381Z,NMEA0183,,"$MTW,17.4,C*11"
2026-03-09T21:48:11.381Z,NMEA0183,,"$WIMWV,96.6,R,12.4,N,A*2D"
2026-03-09T21:48:11.381Z,NMEA0183,,"$WIMWV,96.6,R,12.4,N,A*2D"
2026-03-09T21:48:12.380Z,NMEA0183,,"$GPRMC,204812.37,A,4007.2289,N,01505.4504,E,9.8,31.5,090326,2.5,W*7A"
2026-03-09T21:48:12.380Z,NMEA0183,,"$GPGGA,204812.37,4007.2289,N,01505.4504,E,1,06,1.3,10.0,M,0.0,M,,*66"
2026-03-09T21:48:12.380Z,NMEA0183,,"$GPGSA,A,3,8,14,27,3,23,32,,,,,,,1.4,1.1,2.4*3A"
2026-03-09T21:48:12.381Z,NMEA0183,,"$GPGSV,2,1,6,8,21,8,27,14,47,295,34,27,66,296,29,3,52,48,20*7C"
2026-03-09T21:48:12.381Z,NMEA0183,,"$GPGSV,2,2,6,23,16,208,47,32,47,75,48*7C"
2026-03-09T21:48:12.381Z,NMEA0183,,"$GPVTG,31.5,T,34.0,M,9.8,N,18.1,K,A*1A"
2026-03-09T21:48:12.381Z,NMEA0183,,"$IIHDG,31.5,,,2.5,W*00"
2026-03-09T21:48:12.381Z,NMEA0183,,"$VHW,31.5,T,34.0,M,9.8,N,18.1,K*6C"
2026-03-09T21:48:12.381Z,NMEA0183,,"$MTW,17.4,C*11"
2026-03-09T21:48:12.382Z,NMEA0183,,"$WIMWV,99.8,R,9.7,N,A*15"
2026-03-09T21:48:12.382Z,NMEA0183,,"$WIMWV,99.8,R,9.7,N,A*15"
2026-03-09T21:48:13.381Z,NMEA0183,,"$GPRMC,204813.37,A,4007.2312,N,01505.4522,E,9.6,30.4,090326,2.5,W*72"
2026-03-09T21:48:13.381Z,NMEA0183,,"$GPGGA,204813.37,4007.2312,N,01505.4522,E,1,06,1.4,10.0,M,0.0,M,,*67"
2026-03-09T21:48:13.381Z,NMEA0183,,"$GPGSA,A,3,7,32,29,28,24,1,,,,,,,2.3,1.6,1.4*31"
2026-03-09T21:48:13.382Z,NMEA0183,,"$GPGSV,2,1,6,7,2,49,50,32,84,13,20,29,18,258,44,28,43,23,50*78"
2026-03-09T21:48:13.382Z,NMEA0183,,"$GPGSV,2,2,6,24,76,333,45,1,23,268,44*76"
2026-03-09T21:48:13.382Z,NMEA0183,,"$GPVTG,30.4,T,32.9,M,9.6,N,17.9,K,A*1C"
2026-03-09T21:48:13.382Z,NMEA0183,,"$IIHDG,30.4,,,2.5,W*00"
2026-03-09T21:48:13.382Z,NMEA0183,,"$VHW,30.4,T,32.9,M,9.6,N,17.9,K*6A"
2026-03-09T21:48:13.382Z,NMEA0183,,"$MTW,17.4,C*11"
2026-03-09T21:48:13.383Z,NMEA0183,,"$WIMWV,91.0,R,9.6,N,A*14"
2026-03-09T21:48:13.383Z,NMEA0183,,"$WIMWV,91.0,R,9.6,N,A*14"
2026-03-09T21:48:14.382Z,NMEA0183,,"$GPRMC,204814.37,A,4007.2335,N,01505.4540,E,9.7,31.9,090326,2.5,W*79"
2026-03-09T21:48:14.382Z,NMEA0183,,"$GPGGA,204814.37,4007.2335,N,01505.4540,E,1,12,1.9,10.0,M,0.0,M,,*69"
2026-03-09T21:48:14.382Z,NMEA0183,,"$GPGSA,A,3,27,23,7,29,25,13,24,1,15,4,19,5,1.3,1.3,1.3*37"
2026-03-09T21:48:14.383Z,NMEA0183,,"$GPGSV,3,1,12,27,89,268,38,23,54,253,38,7,81,105,44,29,32,354,33*46"
2026-03-09T21:48:14.383Z,NMEA0183,,"$GPGSV,3,2,12,25,4,37,48,13,12,206,22,24,39,8,34,1,63,190,44*4A"
2026-03-09T21:48:14.383Z,NMEA0183,,"$GPGSV,3,3,12,15,9,64,50,4,88,42,21,19,13,100,30,5,34,114,30*4C"
2026-03-09T21:48:14.383Z,NMEA0183,,"$GPVTG,31.9,T,34.4,M,9.7,N,18.0,K,A*1C"
2026-03-09T21:48:14.383Z,NMEA0183,,"$IIHDG,31.9,,,2.5,W*0C"
2026-03-09T21:48:14.384Z,NMEA0183,,"$VHW,31.9,T,34.4,M,9.7,N,18.0,K*6A"
2026-03-09T21:48:14.384Z,NMEA0183,,"$MTW,17.4,C*11"
2026-03-09T21:48:14.384Z,NMEA0183,,"$WIMWV,97.0,R,7.9,N,A*13"
2026-03-09T21:48:14.384Z,NMEA0183,,"$WIMWV,97.0,R,7.9,N,A*13"
2026-03-09T21:48:15.383Z,NMEA0183,,"$GPRMC,204815.38,A,4007.2358,N,01505.4559,E,9.9,31.2,090326,2.5,W*71"
2026-03-09T21:48:15.383Z,NMEA0183,,"$GPGGA,204815.38,4007.2358,N,01505.4559,E,1,10,0.8,10.0,M,0.0,M,,*66"
2026-03-09T21:48:15.384Z,NMEA0183,,"$GPGSA,A,3,23,12,19,5,6,14,25,13,8,1,,,1.7,0.6,1.6*35"
2026-03-09T21:48:15.384Z,NMEA0183,,"$GPGSV,3,1,10,23,75,269,20,12,2,60,34,19,39,101,40,5,20,329,26*4B"
2026-03-09T21:48:15.384Z,NMEA0183,,"$GPGSV,3,2,10,6,75,114,40,14,26,82,20,25,41,205,25,13,18,262,46*79"
2026-03-09T21:48:15.384Z,NMEA0183,,"$GPGSV,3,3,10,8,22,183,29,1,27,186,25*7D"
2026-03-09T21:48:15.384Z,NMEA0183,,"$GPVTG,31.2,T,33.7,M,9.9,N,18.3,K,A*1E"
2026-03-09T21:48:15.384Z,NMEA0183,,"$IIHDG,31.2,,,2.5,W*07"
2026-03-09T21:48:15.385Z,NMEA0183,,"$VHW,31.2,T,33.7,M,9.9,N,18.3,K*68"
2026-03-09T21:48:15.385Z,NMEA0183,,"$MTW,17.4,C*11"
2026-03-09T21:48:15.385Z,NMEA0183,,"$WIMWV,122.4,R,9.2,N,A*2D"
2026-03-09T21:48:15.385Z,NMEA0183,,"$WIMWV,122.4,R,9.2,N,A*2D"
2026-03-09T21:48:16.384Z,NMEA0183,,"$GPRMC,204816.38,A,4007.2382,N,01505.4577,E,9.9,32.4,090326,2.5,W*7C"
2026-03-09T21:48:16.385Z,NMEA0183,,"$GPGGA,204816.38,4007.2382,N,01505.4577,E,1,06,1.0,10.0,M,0.0,M,,*60"
2026-03-09T21:48:16.385Z,NMEA0183,,"$GPGSA,A,3,6,8,29,12,20,10,,,,,,,1.9,1.6,1.8*31"
2026-03-09T21:48:16.385Z,NMEA0183,,"$GPGSV,2,1,6,6,15,324,41,8,70,207,25,29,82,274,43,12,19,40,32*7A"
2026-03-09T21:48:16.385Z,NMEA0183,,"$GPGSV,2,2,6,20,27,299,31,10,56,70,47*7E"
2026-03-09T21:48:16.385Z,NMEA0183,,"$GPVTG,32.4,T,34.9,M,9.9,N,18.2,K,A*13"
2026-03-09T21:48:16.385Z,NMEA0183,,"$IIHDG,32.4,,,2.5,W*02"
2026-03-09T21:48:16.386Z,NMEA0183,,"$VHW,32.4,T,34.9,M,9.9,N,18.2,K*65"
2026-03-09T21:48:16.386Z,NMEA0183,,"$MTW,17.4,C*11"
2026-03-09T21:48:16.386Z,NMEA0183,,"$WIMWV,91.0,R,10.3,N,A*29"
2026-03-09T21:48:16.386Z,NMEA0183,,"$WIMWV,91.0,R,10.3,N,A*29"
2026-03-09T21:48:17.385Z,NMEA0183,,"$GPRMC,204817.38,A,4007.2405,N,01505.4597,E,9.8,33.8,090326,2.5,W*77"
2026-03-09T21:48:17.385Z,NMEA0183,,"$GPGGA,204817.38,4007.2405,N,01505.4597,E,1,05,1.6,10.0,M,0.0,M,,*62"
2026-03-09T21:48:17.385Z,NMEA0183,,"$GPGSA,A,3,30,6,15,2,17,,,,,,,,1.1,1.0,2.1*35"
2026-03-09T21:48:17.386Z,NMEA0183,,"$GPGSV,2,1,5,30,46,154,43,6,83,94,39,15,3,346,32,2,7,213,25*76"
2026-03-09T21:48:17.386Z,NMEA0183,,"$GPGSV,2,2,5,17,4,215,25*4F"
2026-03-09T21:48:17.386Z,NMEA0183,,"$GPVTG,33.8,T,36.3,M,9.8,N,18.2,K,A*17"
2026-03-09T21:48:17.386Z,NMEA0183,,"$IIHDG,33.8,,,2.5,W*0F"
2026-03-09T21:48:17.386Z,NMEA0183,,"$VHW,33.8,T,36.3,M,9.8,N,18.2,K*61"
2026-03-09T21:48:17.387Z,NMEA0183,,"$MTW,17.5,C*10"
2026-03-09T21:48:17.387Z,NMEA0183,,"$WIMWV,94.7,R,11.2,N,A*2B"
2026-03-09T21:48:17.393Z,NMEA0183,,"$WIMWV,94.7,R,11.2,N,A*2B"
2026-03-09T21:48:18.387Z,NMEA0183,,"$GPRMC,204818.38,A,4007.2427,N,01505.4616,E,9.8,34.5,090326,2.5,W*78"
2026-03-09T21:48:18.387Z,NMEA0183,,"$GPGGA,204818.38,4007.2427,N,01505.4616,E,1,09,1.2,10.0,M,0.0,M,,*6F"
2026-03-09T21:48:18.387Z,NMEA0183,,"$GPGSA,A,3,14,18,29,2,1,13,25,16,23,,,,1.6,0.8,1.1*3A"
2026-03-09T21:48:18.387Z,NMEA0183,,"$GPGSV,3,1,9,14,64,50,47,18,29,160,47,29,73,354,37,2,69,215,47*44"
2026-03-09T21:48:18.387Z,NMEA0183,,"$GPGSV,3,2,9,1,10,179,47,13,56,272,23,25,5,317,27,16,16,145,47*4B"
2026-03-09T21:48:18.388Z,NMEA0183,,"$GPGSV,3,3,9,23,66,276,24*74"
2026-03-09T21:48:18.388Z,NMEA0183,,"$GPVTG,34.5,T,37.0,M,9.8,N,18.1,K,A*1C"
2026-03-09T21:48:18.388Z,NMEA0183,,"$IIHDG,34.5,,,2.5,W*05"
2026-03-09T21:48:18.388Z,NMEA0183,,"$VHW,34.5,T,37.0,M,9.8,N,18.1,K*6A"
2026-03-09T21:48:18.389Z,NMEA0183,,"$MTW,17.5,C*10"
2026-03-09T21:48:18.389Z,NMEA0183,,"$WIMWV,110.0,R,9.3,N,A*29"
2026-03-09T21:48:18.389Z,NMEA0183,,"$WIMWV,110.0,R,9.3,N,A*29"
2026-03-09T21:48:19.388Z,NMEA0183,,"$GPRMC,204819.38,A,4007.2450,N,01505.4637,E,9.9,35.3,090326,2.5,W*7C"
2026-03-09T21:48:19.388Z,NMEA0183,,"$GPGGA,204819.38,4007.2450,N,01505.4637,E,1,12,1.1,10.0,M,0.0,M,,*64"
2026-03-09T21:48:19.389Z,NMEA0183,,"$GPGSA,A,3,15,28,5,17,27,1,31,18,12,19,9,20,1.8,1.4,1.4*09"
2026-03-09T21:48:19.389Z,NMEA0183,,"$GPGSV,3,1,12,15,21,249,42,28,64,224,38,5,65,168,32,17,4,55,21*48"
2026-03-09T21:48:19.389Z,NMEA0183,,"$GPGSV,3,2,12,27,72,356,35,1,35,195,33,31,46,69,33,18,65,323,33*70"
2026-03-09T21:48:19.389Z,NMEA0183,,"$GPGSV,3,3,12,12,83,280,39,19,16,271,24,9,75,98,39,20,47,250,44*79"
2026-03-09T21:48:19.390Z,NMEA0183,,"$GPVTG,35.3,T,37.8,M,9.9,N,18.4,K,A*17"
2026-03-09T21:48:19.390Z,NMEA0183,,"$IIHDG,35.3,,,2.5,W*02"
2026-03-09T21:48:19.390Z,NMEA0183,,"$VHW,35.3,T,37.8,M,9.9,N,18.4,K*61"
2026-03-09T21:48:19.390Z,NMEA0183,,"$MTW,17.5,C*10"
2026-03-09T21:48:19.391Z,NMEA0183,,"$WIMWV,101.9,R,9.3,N,A*20"
2026-03-09T21:48:19.391Z,NMEA0183,,"$WIMWV,101.9,R,9.3,N,A*20"
2026-03-09T21:48:20.389Z,NMEA0183,,"$GPRMC,204820.38,A,4007.2472,N,01505.4657,E,9.8,34.4,090326,2.5,W*77"
2026-03-09T21:48:20.389Z,NMEA0183,,"$GPGGA,204820.38,4007.2472,N,01505.4657,E,1,10,1.0,10.0,M,0.0,M,,*6B"
2026-03-09T21:48:20.390Z,NMEA0183,,"$GPGSA,A,3,22,27,10,11,25,26,6,21,23,32,,,1.7,1.0,1.0*06"
2026-03-09T21:48:20.390Z,NMEA0183,,"$GPGSV,3,1,10,22,32,26,46,27,41,171,32,10,58,55,46,11,85,343,38*77"
2026-03-09T21:48:20.390Z,NMEA0183,,"$GPGSV,3,2,10,25,89,303,38,26,46,140,44,6,45,129,35,21,44,274,37*4A"
2026-03-09T21:48:20.390Z,NMEA0183,,"$GPGSV,3,3,10,23,51,121,44,32,67,113,22*7C"
2026-03-09T21:48:20.390Z,NMEA0183,,"$GPVTG,34.4,T,36.9,M,9.8,N,18.1,K,A*15"
2026-03-09T21:48:20.391Z,NMEA0183,,"$IIHDG,34.4,,,2.5,W*04"
2026-03-09T21:48:20.391Z,NMEA0183,,"$VHW,34.4,T,36.9,M,9.8,N,18.1,K*63"
2026-03-09T21:48:20.391Z,NMEA0183,,"$MTW,17.5,C*10"
2026-03-09T21:48:20.391Z,NMEA0183,,"$WIMWV,98.4,R,9.7,N,A*18"
2026-03-09T21:48:20.392Z,NMEA0183,,"$WIMWV,98.4,R,9.7,N,A*18"
2026-03-09T21:48:21.391Z,NMEA0183,,"$GPRMC,204821.38,A,4007.2495,N,01505.4677,E,10.0,34.3,090326,2.5,W*4A"
2026-03-09T21:48:21.391Z,NMEA0183,,"$GPGGA,204821.38,4007.2495,N,01505.4677,E,1,09,1.7,10.0,M,0.0,M,,*6E"
2026-03-09T21:48:21.391Z,NMEA0183,,"$GPGSA,A,3,32,30,27,11,1,8,14,18,21,,,,2.2,1.8,2.3*3B"
2026-03-09T21:48:21.391Z,NMEA0183,,"$GPGSV,3,1,9,32,79,46,44,30,24,81,39,27,17,66,25,11,73,213,24*7F"
2026-03-09T21:48:21.392Z,NMEA0183,,"$GPGSV,3,2,9,1,7,3,49,8,66,211,44,14,23,44,44,18,20,252,23*48"
2026-03-09T21:48:21.392Z,NMEA0183,,"$GPGSV,3,3,9,21,73,257,43*70"
2026-03-09T21:48:21.392Z,NMEA0183,,"$GPVTG,34.3,T,36.8,M,10.0,N,18.4,K,A*26"
2026-03-09T21:48:21.392Z,NMEA0183,,"$IIHDG,34.3,,,2.5,W*03"
2026-03-09T21:48:21.393Z,NMEA0183,,"$VHW,34.3,T,36.8,M,10.0,N,18.4,K*50"
2026-03-09T21:48:21.393Z,NMEA0183,,"$MTW,17.6,C*13"
2026-03-09T21:48:21.393Z,NMEA0183,,"$WIMWV,116.4,R,9.3,N,A*2B"
2026-03-09T21:48:21.393Z,NMEA0183,,"$WIMWV,116.4,R,9.3,N,A*2B"
2026-03-09T21:48:22.392Z,NMEA0183,,"$GPRMC,204822.38,A,4007.2518,N,01505.4698,E,9.9,33.0,090326,2.5,W*79"
2026-03-09T21:48:22.392Z,NMEA0183,,"$GPGGA,204822.38,4007.2518,N,01505.4698,E,1,11,1.0,10.0,M,0.0,M,,*66"
2026-03-09T21:48:22.392Z,NMEA0183,,"$GPGSA,A,3,4,19,12,22,8,28,31,9,17,7,18,,1.8,0.9,1.1*3C"
2026-03-09T21:48:22.393Z,NMEA0183,,"$GPGSV,3,1,11,4,26,205,25,19,34,140,28,12,85,316,46,22,90,328,42*45"
2026-03-09T21:48:22.393Z,NMEA0183,,"$GPGSV,3,2,11,8,87,9,23,28,27,26,32,31,3,70,41,9,39,123,22*4D"
2026-03-09T21:48:22.393Z,NMEA0183,,"$GPGSV,3,3,11,17,75,243,35,7,90,133,39,18,83,286,48*79"
2026-03-09T21:48:22.393Z,NMEA0183,,"$GPVTG,33.0,T,35.5,M,9.9,N,18.4,K,A*1D"
2026-03-09T21:48:22.393Z,NMEA0183,,"$IIHDG,33.0,,,2.5,W*07"
2026-03-09T21:48:22.394Z,NMEA0183,,"$VHW,33.0,T,35.5,M,9.9,N,18.4,K*6B"
2026-03-09T21:48:22.394Z,NMEA0183,,"$MTW,17.5,C*10"
2026-03-09T21:48:22.394Z,NMEA0183,,"$WIMWV,105.0,R,9.0,N,A*2E"
2026-03-09T21:48:22.394Z,NMEA0183,,"$WIMWV,105.0,R,9.0,N,A*2E"
2026-03-09T21:48:23.393Z,NMEA0183,,"$GPRMC,204823.39,A,4007.2541,N,01505.4717,E,10.1,32.2,090326,2.5,W*40"
2026-03-09T21:48:23.393Z,NMEA0183,,"$GPGGA,204823.39,4007.2541,N,01505.4717,E,1,06,2.0,10.0,M,0.0,M,,*69"
2026-03-09T21:48:23.394Z,NMEA0183,,"$GPGSA,A,3,8,30,26,21,4,28,,,,,,,1.8,1.4,1.7*3A"
2026-03-09T21:48:23.394Z,NMEA0183,,"$GPGSV,2,1,6,8,84,91,39,30,22,47,26,26,56,281,21,21,32,11,27*46"
2026-03-09T21:48:23.394Z,NMEA0183,,"$GPGSV,2,2,6,4,47,348,47,28,27,167,39*71"
